"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1"
"W10087993_tlh","square","square","1",1,1,"Read","beach","Study1","M","Study Phase",1836,"Recall1"
"W10113617_mr","sand","square","0.333333333333333",0,1,"Read","beach","Study1","M","Study Phase",6568,"Recall1"
"W10124981_NW","sand","square","0.333333333333333",0,1,"Read","beach","Study1","M","Study Phase",1032,"Recall1"
"W10126357_MJ","ball","square","0.166666666666667",0,1,"Read","beach","Study1","M","Study Phase",908,"Recall1"
"w10128846_klm","sand","square","0.333333333333333",0,1,"Read","beach","Study1","M","Study Phase",1311,"Recall1"
"w10132784ANG","waves","square","0.5",0,1,"Read","beach","Study1","M","Study Phase",934,"Recall1"
"W10133649_mjh","","square","0",0,1,"Read","beach","Study1","M","Study Phase",996,"Recall1"
"w10136516_mld","dark","square","0.333333333333333",0,1,"Read","beach","Study1","M","Study Phase",1452,"Recall1"
"w10153319HLP","","square","0",0,1,"Read","beach","Study1","M","Study Phase",669,"Recall1"
"w10154153_CLJ","square","square","1",1,1,"Read","beach","Study1","M","Study Phase",1092,"Recall1"
"w10157807CA","square","square","1",1,1,"Read","beach","Study1","M","Study Phase",472,"Recall1"
"w10162363_DMF","sand","square","0.333333333333333",0,1,"Read","beach","Study1","M","Study Phase",260,"Recall1"
"w10166559CB","teach","square","0.333333333333333",0,1,"Read","beach","Study1","M","Study Phase",429,"Recall1"
"w10193139SS","shell","square","0.333333333333333",0,1,"Read","beach","Study1","M","Study Phase",1006,"Recall1"
"W10087993_tlh","party","apple","0.4",0,1,"Read","birthday","Study1","M","Study Phase",2251,"Recall1"
"W10113617_mr","cake","apple","0.4",0,1,"Read","birthday","Study1","M","Study Phase",2944,"Recall1"
"W10124981_NW","cake","apple","0.4",0,1,"Read","birthday","Study1","M","Study Phase",1103,"Recall1"
"W10126357_MJ","cake","apple","0.4",0,1,"Read","birthday","Study1","M","Study Phase",1551,"Recall1"
"w10128846_klm","cake","apple","0.4",0,1,"Read","birthday","Study1","M","Study Phase",1595,"Recall1"
"w10132784ANG","party","apple","0.4",0,1,"Read","birthday","Study1","M","Study Phase",690,"Recall1"
"W10133649_mjh","","apple","0",0,1,"Read","birthday","Study1","M","Study Phase",1009,"Recall1"
"w10136516_mld","apple","apple","1",1,1,"Read","birthday","Study1","M","Study Phase",1163,"Recall1"
"w10153319HLP","","apple","0",0,1,"Read","birthday","Study1","M","Study Phase",849,"Recall1"
"w10154153_CLJ","cake","apple","0.4",0,1,"Read","birthday","Study1","M","Study Phase",1325,"Recall1"
"w10157807CA","cake","apple","0.4",0,1,"Read","birthday","Study1","M","Study Phase",821,"Recall1"
"w10162363_DMF","cake","apple","0.4",0,1,"Read","birthday","Study1","M","Study Phase",759,"Recall1"
"w10166559CB","happy","apple","0.6",0,1,"Read","birthday","Study1","M","Study Phase",1571,"Recall1"
"w10193139SS","cake","apple","0.4",0,1,"Read","birthday","Study1","M","Study Phase",1446,"Recall1"
"W10087993_tlh","batter","hand","0.166666666666667",0,1,"Read","cake","Study1","U","Study Phase",1905,"Recall1"
"W10113617_mr","birthday","hand","0.375",0,1,"Read","cake","Study1","U","Study Phase",1101,"Recall1"
"W10124981_NW","day","hand","0.5",0,1,"Read","cake","Study1","U","Study Phase",1660,"Recall1"
"W10126357_MJ","","hand","0",0,1,"Read","cake","Study1","U","Study Phase",426,"Recall1"
"w10128846_klm","birthday","hand","0.375",0,1,"Read","cake","Study1","U","Study Phase",3218,"Recall1"
"w10132784ANG","birthday","hand","0.375",0,1,"Read","cake","Study1","U","Study Phase",899,"Recall1"
"W10133649_mjh","","hand","0",0,1,"Read","cake","Study1","U","Study Phase",1273,"Recall1"
"w10136516_mld","hand","hand","1",1,1,"Read","cake","Study1","U","Study Phase",2399,"Recall1"
"w10153319HLP","","hand","0",0,1,"Read","cake","Study1","U","Study Phase",828,"Recall1"
"w10154153_CLJ","wedding","hand","0.285714285714286",0,1,"Read","cake","Study1","U","Study Phase",2036,"Recall1"
"w10157807CA","","hand","0",0,1,"Read","cake","Study1","U","Study Phase",741,"Recall1"
"w10162363_DMF","wedding","hand","0.285714285714286",0,1,"Read","cake","Study1","U","Study Phase",1562,"Recall1"
"w10166559CB","election","hand","0.125",0,1,"Read","cake","Study1","U","Study Phase",1023,"Recall1"
"w10193139SS","birthday","hand","0.375",0,1,"Read","cake","Study1","U","Study Phase",1492,"Recall1"
"W10087993_tlh","floor","rug","0.2",0,1,"Read","ceiling","Study1","M","Study Phase",1873,"Recall1"
"W10113617_mr","rug/floor","rug","0.333333333333333",0,1,"Read","ceiling","Study1","M","Study Phase",1937,"Recall1"
"W10124981_NW","fan","rug","0",0,1,"Read","ceiling","Study1","M","Study Phase",875,"Recall1"
"W10126357_MJ","fan","rug","0",0,1,"Read","ceiling","Study1","M","Study Phase",1851,"Recall1"
"w10128846_klm","fan","rug","0",0,1,"Read","ceiling","Study1","M","Study Phase",1166,"Recall1"
"w10132784ANG","fan","rug","0",0,1,"Read","ceiling","Study1","M","Study Phase",950,"Recall1"
"W10133649_mjh","","rug","0",0,1,"Read","ceiling","Study1","M","Study Phase",733,"Recall1"
"w10136516_mld","rug","rug","1",1,1,"Read","ceiling","Study1","M","Study Phase",4208,"Recall1"
"w10153319HLP","","rug","0",0,1,"Read","ceiling","Study1","M","Study Phase",960,"Recall1"
"w10154153_CLJ","fan","rug","0",0,1,"Read","ceiling","Study1","M","Study Phase",1235,"Recall1"
"w10157807CA","fan","rug","0",0,1,"Read","ceiling","Study1","M","Study Phase",836,"Recall1"
"w10162363_DMF","fan","rug","0",0,1,"Read","ceiling","Study1","M","Study Phase",212,"Recall1"
"w10166559CB","roof","rug","0.25",0,1,"Read","ceiling","Study1","M","Study Phase",497,"Recall1"
"w10193139SS","wall","rug","0",0,1,"Read","ceiling","Study1","M","Study Phase",1446,"Recall1"
"W10087993_tlh","square","fun","0.166666666666667",0,1,"Read","circle","Study1","M","Study Phase",1983,"Recall1"
"W10113617_mr","shape","fun","0",0,1,"Read","circle","Study1","M","Study Phase",2857,"Recall1"
"W10124981_NW","round","fun","0.4",0,1,"Read","circle","Study1","M","Study Phase",887,"Recall1"
"W10126357_MJ","round","fun","0.4",0,1,"Read","circle","Study1","M","Study Phase",961,"Recall1"
"w10128846_klm","shape","fun","0",0,1,"Read","circle","Study1","M","Study Phase",1068,"Recall1"
"w10132784ANG","cake","fun","0",0,1,"Read","circle","Study1","M","Study Phase",855,"Recall1"
"W10133649_mjh","fun","fun","1",1,1,"Read","circle","Study1","M","Study Phase",1047,"Recall1"
"w10136516_mld","ring","fun","0.25",0,1,"Read","circle","Study1","M","Study Phase",1165,"Recall1"
"w10153319HLP","","fun","0",0,1,"Read","circle","Study1","M","Study Phase",1081,"Recall1"
"w10154153_CLJ","square","fun","0.166666666666667",0,1,"Read","circle","Study1","M","Study Phase",5026,"Recall1"
"w10157807CA","fun","fun","1",1,1,"Read","circle","Study1","M","Study Phase",876,"Recall1"
"w10162363_DMF","fun","fun","1",1,1,"Read","circle","Study1","M","Study Phase",1105,"Recall1"
"w10166559CB","k","fun","0",0,1,"Read","circle","Study1","M","Study Phase",1117,"Recall1"
"w10193139SS","fun","fun","1",1,1,"Read","circle","Study1","M","Study Phase",1084,"Recall1"
"W10087993_tlh","sparkle","election","0.25",0,1,"Read","crackle","Study1","U","Study Phase",2268,"Recall1"
"W10113617_mr","bang","election","0.125",0,1,"Read","crackle","Study1","U","Study Phase",6869,"Recall1"
"W10124981_NW","hear","election","0.125",0,1,"Read","crackle","Study1","U","Study Phase",2399,"Recall1"
"W10126357_MJ","pop","election","0.125",0,1,"Read","crackle","Study1","U","Study Phase",1792,"Recall1"
"w10128846_klm","laugh","election","0.125",0,1,"Read","crackle","Study1","U","Study Phase",1139,"Recall1"
"w10132784ANG","snap","election","0.125",0,1,"Read","crackle","Study1","U","Study Phase",656,"Recall1"
"W10133649_mjh","electin","election","0.875",1,1,"Read","crackle","Study1","U","Study Phase",1369,"Recall1"
"w10136516_mld","pop","election","0.125",0,1,"Read","crackle","Study1","U","Study Phase",3396,"Recall1"
"w10153319HLP","snap","election","0.125",0,1,"Read","crackle","Study1","U","Study Phase",936,"Recall1"
"w10154153_CLJ","pop","election","0.125",0,1,"Read","crackle","Study1","U","Study Phase",1317,"Recall1"
"w10157807CA","","election","0",0,1,"Read","crackle","Study1","U","Study Phase",711,"Recall1"
"w10162363_DMF","jackle","election","0.375",0,1,"Read","crackle","Study1","U","Study Phase",216,"Recall1"
"w10166559CB","snap","election","0.125",0,1,"Read","crackle","Study1","U","Study Phase",958,"Recall1"
"w10193139SS","barrel","election","0.25",0,1,"Read","crackle","Study1","U","Study Phase",1289,"Recall1"
"W10087993_tlh","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",1866,"Recall1"
"W10113617_mr","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",1112,"Recall1"
"W10124981_NW","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",852,"Recall1"
"W10126357_MJ","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",1072,"Recall1"
"w10128846_klm","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",710,"Recall1"
"w10132784ANG","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",598,"Recall1"
"W10133649_mjh","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",1177,"Recall1"
"w10136516_mld","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",2264,"Recall1"
"w10153319HLP","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",923,"Recall1"
"w10154153_CLJ","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",1121,"Recall1"
"w10157807CA","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",705,"Recall1"
"w10162363_DMF","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",695,"Recall1"
"w10166559CB","","card","0",0,1,"Read","credit","Study1","F","Study Phase",1334,"Recall1"
"w10193139SS","card","card","1",1,1,"Read","credit","Study1","F","Study Phase",1331,"Recall1"
"W10087993_tlh","cake","beer","0.25",0,1,"Read","cry","Study1","M","Study Phase",1933,"Recall1"
"W10113617_mr","beer","beer","1",1,1,"Read","cry","Study1","M","Study Phase",5027,"Recall1"
"W10124981_NW","sob","beer","0.25",0,1,"Read","cry","Study1","M","Study Phase",1022,"Recall1"
"W10126357_MJ","","beer","0",0,1,"Read","cry","Study1","M","Study Phase",1019,"Recall1"
"w10128846_klm","sad","beer","0",0,1,"Read","cry","Study1","M","Study Phase",465,"Recall1"
"w10132784ANG","beer","beer","1",1,1,"Read","cry","Study1","M","Study Phase",1130,"Recall1"
"W10133649_mjh","","beer","0",0,1,"Read","cry","Study1","M","Study Phase",1414,"Recall1"
"w10136516_mld","laugh","beer","0",0,1,"Read","cry","Study1","M","Study Phase",1172,"Recall1"
"w10153319HLP","","beer","0",0,1,"Read","cry","Study1","M","Study Phase",540,"Recall1"
"w10154153_CLJ","","beer","0",0,1,"Read","cry","Study1","M","Study Phase",1191,"Recall1"
"w10157807CA","","beer","0",0,1,"Read","cry","Study1","M","Study Phase",727,"Recall1"
"w10162363_DMF","sad","beer","0",0,1,"Read","cry","Study1","M","Study Phase",254,"Recall1"
"w10166559CB","sad","beer","0",0,1,"Read","cry","Study1","M","Study Phase",885,"Recall1"
"w10193139SS","baby","beer","0.25",0,1,"Read","cry","Study1","M","Study Phase",2052,"Recall1"
"W10087993_tlh","night","black","0",0,1,"Read","day","Study1","M","Study Phase",1850,"Recall1"
"W10113617_mr","night","black","0",0,1,"Read","day","Study1","M","Study Phase",655,"Recall1"
"W10124981_NW","time","black","0",0,1,"Read","day","Study1","M","Study Phase",1650,"Recall1"
"W10126357_MJ","dream","black","0.2",0,1,"Read","day","Study1","M","Study Phase",1354,"Recall1"
"w10128846_klm","temperature","black","0.0909090909090909",0,1,"Read","day","Study1","M","Study Phase",603,"Recall1"
"w10132784ANG","night","black","0",0,1,"Read","day","Study1","M","Study Phase",727,"Recall1"
"W10133649_mjh","","black","0",0,1,"Read","day","Study1","M","Study Phase",1274,"Recall1"
"w10136516_mld","time","black","0",0,1,"Read","day","Study1","M","Study Phase",1610,"Recall1"
"w10153319HLP","","black","0",0,1,"Read","day","Study1","M","Study Phase",914,"Recall1"
"w10154153_CLJ","night","black","0",0,1,"Read","day","Study1","M","Study Phase",1327,"Recall1"
"w10157807CA","","black","0",0,1,"Read","day","Study1","M","Study Phase",492,"Recall1"
"w10162363_DMF","light","black","0.2",0,1,"Read","day","Study1","M","Study Phase",253,"Recall1"
"w10166559CB","night","black","0",0,1,"Read","day","Study1","M","Study Phase",428,"Recall1"
"w10193139SS","night","black","0",0,1,"Read","day","Study1","M","Study Phase",706,"Recall1"
"W10087993_tlh","taco","bang","0.25",0,1,"Read","fuzzy","Study1","U","Study Phase",1734,"Recall1"
"W10113617_mr","bang","bang","1",1,1,"Read","fuzzy","Study1","U","Study Phase",5995,"Recall1"
"W10124981_NW","furry","bang","0",0,1,"Read","fuzzy","Study1","U","Study Phase",703,"Recall1"
"W10126357_MJ","","bang","0",0,1,"Read","fuzzy","Study1","U","Study Phase",917,"Recall1"
"w10128846_klm","rough","bang","0.2",0,1,"Read","fuzzy","Study1","U","Study Phase",1372,"Recall1"
"w10132784ANG","soft","bang","0",0,1,"Read","fuzzy","Study1","U","Study Phase",867,"Recall1"
"W10133649_mjh","","bang","0",0,1,"Read","fuzzy","Study1","U","Study Phase",696,"Recall1"
"w10136516_mld","bang","bang","1",1,1,"Read","fuzzy","Study1","U","Study Phase",1530,"Recall1"
"w10153319HLP","","bang","0",0,1,"Read","fuzzy","Study1","U","Study Phase",689,"Recall1"
"w10154153_CLJ","warm","bang","0.25",0,1,"Read","fuzzy","Study1","U","Study Phase",2716,"Recall1"
"w10157807CA","","bang","0",0,1,"Read","fuzzy","Study1","U","Study Phase",1336,"Recall1"
"w10162363_DMF","socks","bang","0",0,1,"Read","fuzzy","Study1","U","Study Phase",552,"Recall1"
"w10166559CB","","bang","0",0,1,"Read","fuzzy","Study1","U","Study Phase",1284,"Recall1"
"w10193139SS","peach","bang","0.2",0,1,"Read","fuzzy","Study1","U","Study Phase",1382,"Recall1"
"W10087993_tlh","take","steak","0.8",1,1,"Read","give","Study1","U","Study Phase",1524,"Recall1"
"W10113617_mr","steak","steak","1",1,1,"Read","give","Study1","U","Study Phase",1997,"Recall1"
"W10124981_NW","take","steak","0.8",1,1,"Read","give","Study1","U","Study Phase",1444,"Recall1"
"W10126357_MJ","me","steak","0.2",0,1,"Read","give","Study1","U","Study Phase",1093,"Recall1"
"w10128846_klm","handout ","steak","0.25",0,1,"Read","give","Study1","U","Study Phase",1096,"Recall1"
"w10132784ANG","take","steak","0.8",1,1,"Read","give","Study1","U","Study Phase",638,"Recall1"
"W10133649_mjh","","steak","0",0,1,"Read","give","Study1","U","Study Phase",762,"Recall1"
"w10136516_mld","take","steak","0.8",1,1,"Read","give","Study1","U","Study Phase",1521,"Recall1"
"w10153319HLP","","steak","0",0,1,"Read","give","Study1","U","Study Phase",854,"Recall1"
"w10154153_CLJ","wedding","steak","0.142857142857143",0,1,"Read","give","Study1","U","Study Phase",2157,"Recall1"
"w10157807CA","take","steak","0.8",1,1,"Read","give","Study1","U","Study Phase",2123,"Recall1"
"w10162363_DMF","take","steak","0.8",1,1,"Read","give","Study1","U","Study Phase",662,"Recall1"
"w10166559CB","receive","steak","0.142857142857143",0,1,"Read","give","Study1","U","Study Phase",962,"Recall1"
"w10193139SS","thanks","steak","0.666666666666667",0,1,"Read","give","Study1","U","Study Phase",1044,"Recall1"
"W10087993_tlh","ball","ball","1",1,1,"Read","hard","Study1","M","Study Phase",1581,"Recall1"
"W10113617_mr","soft","ball","0",0,1,"Read","hard","Study1","M","Study Phase",740,"Recall1"
"W10124981_NW","soft","ball","0",0,1,"Read","hard","Study1","M","Study Phase",879,"Recall1"
"W10126357_MJ","","ball","0",0,1,"Read","hard","Study1","M","Study Phase",744,"Recall1"
"w10128846_klm","soft","ball","0",0,1,"Read","hard","Study1","M","Study Phase",11918,"Recall1"
"w10132784ANG","school","ball","0.166666666666667",0,1,"Read","hard","Study1","M","Study Phase",1258,"Recall1"
"W10133649_mjh","","ball","0",0,1,"Read","hard","Study1","M","Study Phase",637,"Recall1"
"w10136516_mld","shell","ball","0.4",0,1,"Read","hard","Study1","M","Study Phase",2688,"Recall1"
"w10153319HLP","ball","ball","1",1,1,"Read","hard","Study1","M","Study Phase",1192,"Recall1"
"w10154153_CLJ","ball","ball","1",1,1,"Read","hard","Study1","M","Study Phase",1408,"Recall1"
"w10157807CA","rough","ball","0",0,1,"Read","hard","Study1","M","Study Phase",1376,"Recall1"
"w10162363_DMF","ball","ball","1",1,1,"Read","hard","Study1","M","Study Phase",631,"Recall1"
"w10166559CB","","ball","0",0,1,"Read","hard","Study1","M","Study Phase",839,"Recall1"
"w10193139SS","core","ball","0",0,1,"Read","hard","Study1","M","Study Phase",789,"Recall1"
"W10087993_tlh","ride","tire","0.75",1,1,"Read","horse","Study1","M","Study Phase",1946,"Recall1"
"W10113617_mr","","tire","0",0,1,"Read","horse","Study1","M","Study Phase",865,"Recall1"
"W10124981_NW","mule","tire","0.25",0,1,"Read","horse","Study1","M","Study Phase",1444,"Recall1"
"W10126357_MJ","","tire","0",0,1,"Read","horse","Study1","M","Study Phase",442,"Recall1"
"w10128846_klm","ride","tire","0.75",1,1,"Read","horse","Study1","M","Study Phase",794,"Recall1"
"w10132784ANG","animal","tire","0.166666666666667",0,1,"Read","horse","Study1","M","Study Phase",1020,"Recall1"
"W10133649_mjh","","tire","0",0,1,"Read","horse","Study1","M","Study Phase",1085,"Recall1"
"w10136516_mld","shoe","tire","0.25",0,1,"Read","horse","Study1","M","Study Phase",1527,"Recall1"
"w10153319HLP","","tire","0",0,1,"Read","horse","Study1","M","Study Phase",1566,"Recall1"
"w10154153_CLJ","donkey","tire","0.166666666666667",0,1,"Read","horse","Study1","M","Study Phase",1391,"Recall1"
"w10157807CA","","tire","0",0,1,"Read","horse","Study1","M","Study Phase",1016,"Recall1"
"w10162363_DMF","ball","tire","0",0,1,"Read","horse","Study1","M","Study Phase",790,"Recall1"
"w10166559CB","carriage","tire","0.375",0,1,"Read","horse","Study1","M","Study Phase",1354,"Recall1"
"w10193139SS","mule","tire","0.25",0,1,"Read","horse","Study1","M","Study Phase",1960,"Recall1"
"W10087993_tlh","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",1514,"Recall1"
"W10113617_mr","toothbrush","clean","0",0,1,"Read","hygiene","Study1","F","Study Phase",912,"Recall1"
"W10124981_NW","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",888,"Recall1"
"W10126357_MJ","","clean","0",0,1,"Read","hygiene","Study1","F","Study Phase",1391,"Recall1"
"w10128846_klm","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",800,"Recall1"
"w10132784ANG","breath","clean","0.333333333333333",0,1,"Read","hygiene","Study1","F","Study Phase",488,"Recall1"
"W10133649_mjh","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",602,"Recall1"
"w10136516_mld","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",1368,"Recall1"
"w10153319HLP","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",1027,"Recall1"
"w10154153_CLJ","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",1303,"Recall1"
"w10157807CA","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",568,"Recall1"
"w10162363_DMF","smell","clean","0.4",0,1,"Read","hygiene","Study1","F","Study Phase",791,"Recall1"
"w10166559CB","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",1149,"Recall1"
"w10193139SS","oral","clean","0.4",0,1,"Read","hygiene","Study1","F","Study Phase",1774,"Recall1"
"W10087993_tlh","tree","rod","0.25",0,1,"Read","keys","Study1","U","Study Phase",1947,"Recall1"
"W10113617_mr","","rod","0",0,1,"Read","keys","Study1","U","Study Phase",1231,"Recall1"
"W10124981_NW","take","rod","0",0,1,"Read","keys","Study1","U","Study Phase",1119,"Recall1"
"W10126357_MJ","car","rod","0.333333333333333",0,1,"Read","keys","Study1","U","Study Phase",381,"Recall1"
"w10128846_klm","jangle ","rod","0",0,1,"Read","keys","Study1","U","Study Phase",2450,"Recall1"
"w10132784ANG","wallet","rod","0",0,1,"Read","keys","Study1","U","Study Phase",1150,"Recall1"
"W10133649_mjh","","rod","0",0,1,"Read","keys","Study1","U","Study Phase",986,"Recall1"
"w10136516_mld","string","rod","0.166666666666667",0,1,"Read","keys","Study1","U","Study Phase",1083,"Recall1"
"w10153319HLP","car","rod","0.333333333333333",0,1,"Read","keys","Study1","U","Study Phase",1124,"Recall1"
"w10154153_CLJ","","rod","0",0,1,"Read","keys","Study1","U","Study Phase",2908,"Recall1"
"w10157807CA","","rod","0",0,1,"Read","keys","Study1","U","Study Phase",634,"Recall1"
"w10162363_DMF","chains","rod","0",0,1,"Read","keys","Study1","U","Study Phase",414,"Recall1"
"w10166559CB","","rod","0",0,1,"Read","keys","Study1","U","Study Phase",432,"Recall1"
"w10193139SS","car","rod","0.333333333333333",0,1,"Read","keys","Study1","U","Study Phase",1537,"Recall1"
"W10087993_tlh","roar","flag","0.25",0,1,"Read","lion","Study1","M","Study Phase",1753,"Recall1"
"W10113617_mr","roar","flag","0.25",0,1,"Read","lion","Study1","M","Study Phase",6966,"Recall1"
"W10124981_NW","mane","flag","0.25",0,1,"Read","lion","Study1","M","Study Phase",616,"Recall1"
"W10126357_MJ","","flag","0",0,1,"Read","lion","Study1","M","Study Phase",1394,"Recall1"
"w10128846_klm","roar","flag","0.25",0,1,"Read","lion","Study1","M","Study Phase",1028,"Recall1"
"w10132784ANG","roar","flag","0.25",0,1,"Read","lion","Study1","M","Study Phase",509,"Recall1"
"W10133649_mjh","","flag","0",0,1,"Read","lion","Study1","M","Study Phase",532,"Recall1"
"w10136516_mld","den","flag","0",0,1,"Read","lion","Study1","M","Study Phase",1018,"Recall1"
"w10153319HLP","","flag","0",0,1,"Read","lion","Study1","M","Study Phase",859,"Recall1"
"w10154153_CLJ","","flag","0",0,1,"Read","lion","Study1","M","Study Phase",1868,"Recall1"
"w10157807CA","","flag","0",0,1,"Read","lion","Study1","M","Study Phase",1230,"Recall1"
"w10162363_DMF","sky","flag","0",0,1,"Read","lion","Study1","M","Study Phase",1051,"Recall1"
"w10166559CB","ram","flag","0.25",0,1,"Read","lion","Study1","M","Study Phase",382,"Recall1"
"w10193139SS","tiger","flag","0.2",0,1,"Read","lion","Study1","M","Study Phase",2235,"Recall1"
"W10087993_tlh","talk","fiction","0.142857142857143",0,1,"Read","listen","Study1","U","Study Phase",1907,"Recall1"
"W10113617_mr","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",806,"Recall1"
"W10124981_NW","hear","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",1534,"Recall1"
"W10126357_MJ","hear","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",1384,"Recall1"
"w10128846_klm","ear","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",1263,"Recall1"
"w10132784ANG","ear","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",943,"Recall1"
"W10133649_mjh","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",1904,"Recall1"
"w10136516_mld","sing","fiction","0.285714285714286",0,1,"Read","listen","Study1","U","Study Phase",1549,"Recall1"
"w10153319HLP","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",906,"Recall1"
"w10154153_CLJ","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",1620,"Recall1"
"w10157807CA","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",977,"Recall1"
"w10162363_DMF","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",377,"Recall1"
"w10166559CB","heard","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",431,"Recall1"
"w10193139SS","speak","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",799,"Recall1"
"W10087993_tlh","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase",1855,"Recall1"
"W10113617_mr","","trash","0",0,1,"Read","litter","Study1","F","Study Phase",5247,"Recall1"
"W10124981_NW","box","trash","0",0,1,"Read","litter","Study1","F","Study Phase",1366,"Recall1"
"W10126357_MJ","bug","trash","0",0,1,"Read","litter","Study1","F","Study Phase",407,"Recall1"
"w10128846_klm","box","trash","0",0,1,"Read","litter","Study1","F","Study Phase",614,"Recall1"
"w10132784ANG","box","trash","0",0,1,"Read","litter","Study1","F","Study Phase",1259,"Recall1"
